"Step","main_2D - ae","main_2D - ae__MIN","main_2D - ae__MAX","scalar_potential - ae","scalar_potential - ae__MIN","scalar_potential - ae__MAX"
"235000","0.0016603725962340832","0.0016603725962340832","0.0016603725962340832","0.0014284760691225529","0.0014284760691225529","0.0014284760691225529"
"240000","0.001600884716026485","0.001600884716026485","0.001600884716026485","0.0013747396878898144","0.0013747396878898144","0.0013747396878898144"
"245000","0.0015222688671201468","0.0015222688671201468","0.0015222688671201468","0.0012705845292657614","0.0012705845292657614","0.0012705845292657614"
"250000","0.0013684380101040006","0.0013684380101040006","0.0013684380101040006","0.0013864272041246295","0.0013864272041246295","0.0013864272041246295"
"255000","0.0013650876935571432","0.0013650876935571432","0.0013650876935571432","0.0013029854744672775","0.0013029854744672775","0.0013029854744672775"
"260000","0.0012706111883744597","0.0012706111883744597","0.0012706111883744597","0.0016225132858380675","0.0016225132858380675","0.0016225132858380675"
"265000","0.0010941904038190842","0.0010941904038190842","0.0010941904038190842","0.0012866355245932937","0.0012866355245932937","0.0012866355245932937"
"270000","0.001096929656341672","0.001096929656341672","0.001096929656341672","0.0012793922796845436","0.0012793922796845436","0.0012793922796845436"
"275000","0.0012019537389278412","0.0012019537389278412","0.0012019537389278412","0.0011733697028830647","0.0011733697028830647","0.0011733697028830647"
"280000","0.0010807893704622984","0.0010807893704622984","0.0010807893704622984","0.0012962023029103875","0.0012962023029103875","0.0012962023029103875"
"285000","0.0008122841245494783","0.0008122841245494783","0.0008122841245494783","0.0011924641439691186","0.0011924641439691186","0.0011924641439691186"
"290000","0.0009643683442845941","0.0009643683442845941","0.0009643683442845941","0.001313279033638537","0.001313279033638537","0.001313279033638537"
"295000","0.0009413265506736934","0.0009413265506736934","0.0009413265506736934","0.001285467529669404","0.001285467529669404","0.001285467529669404"
"300000","0.0007319186115637422","0.0007319186115637422","0.0007319186115637422","0.0013357831630855799","0.0013357831630855799","0.0013357831630855799"
"305000","0.0007672638166695833","0.0007672638166695833","0.0007672638166695833","0.0014675711281597614","0.0014675711281597614","0.0014675711281597614"
"310000","0.0006096545839682221","0.0006096545839682221","0.0006096545839682221","0.0015945929335430264","0.0015945929335430264","0.0015945929335430264"
"315000","0.0005311541026458144","0.0005311541026458144","0.0005311541026458144","0.0011739075416699052","0.0011739075416699052","0.0011739075416699052"
"320000","0.0004184964927844703","0.0004184964927844703","0.0004184964927844703","0.0012811805354431272","0.0012811805354431272","0.0012811805354431272"
"325000","0.0003788695903494954","0.0003788695903494954","0.0003788695903494954","0.0013759342255070806","0.0013759342255070806","0.0013759342255070806"
"330000","0.0005300551420077682","0.0005300551420077682","0.0005300551420077682","0.0012233025627210736","0.0012233025627210736","0.0012233025627210736"
"335000","0.00044630421325564384","0.00044630421325564384","0.00044630421325564384","0.001177885220386088","0.001177885220386088","0.001177885220386088"
"340000","0.0004627823072951287","0.0004627823072951287","0.0004627823072951287","0.0014067685697227716","0.0014067685697227716","0.0014067685697227716"
"345000","0.0004267829062882811","0.0004267829062882811","0.0004267829062882811","0.0014224712504073977","0.0014224712504073977","0.0014224712504073977"
"350000","0.0002895482466556132","0.0002895482466556132","0.0002895482466556132","0.0015121883479878306","0.0015121883479878306","0.0015121883479878306"
"355000","0.00028380818548612297","0.00028380818548612297","0.00028380818548612297","0.0011463032569736242","0.0011463032569736242","0.0011463032569736242"
"360000","0.000384357146685943","0.000384357146685943","0.000384357146685943","0.0012332118349149823","0.0012332118349149823","0.0012332118349149823"
"365000","0.0002336643956368789","0.0002336643956368789","0.0002336643956368789","0.0011970805935561657","0.0011970805935561657","0.0011970805935561657"
"370000","0.00035611906787380576","0.00035611906787380576","0.00035611906787380576","0.0011422756360843778","0.0011422756360843778","0.0011422756360843778"
"375000","0.00023430825967807323","0.00023430825967807323","0.00023430825967807323","0.0013152604224160314","0.0013152604224160314","0.0013152604224160314"
"380000","0.00029122596606612206","0.00029122596606612206","0.00029122596606612206","0.001237229909747839","0.001237229909747839","0.001237229909747839"
"385000","0.0001996447390411049","0.0001996447390411049","0.0001996447390411049","0.0012876001419499516","0.0012876001419499516","0.0012876001419499516"
"390000","0.00023181989672593772","0.00023181989672593772","0.00023181989672593772","0.0012617859756574035","0.0012617859756574035","0.0012617859756574035"
"395000","0.00021397705131676048","0.00021397705131676048","0.00021397705131676048","0.0013132160529494286","0.0013132160529494286","0.0013132160529494286"
"400000","0.00025309371994808316","0.00025309371994808316","0.00025309371994808316","0.0014453576877713203","0.0014453576877713203","0.0014453576877713203"
"405000","0.00024223887885455042","0.00024223887885455042","0.00024223887885455042","0.0013223604764789343","0.0013223604764789343","0.0013223604764789343"
"410000","0.0002562850422691554","0.0002562850422691554","0.0002562850422691554","0.0012493178946897388","0.0012493178946897388","0.0012493178946897388"
"415000","0.00022760126739740372","0.00022760126739740372","0.00022760126739740372","0.0011533309007063508","0.0011533309007063508","0.0011533309007063508"
"420000","0.00017450640734750777","0.00017450640734750777","0.00017450640734750777","0.0011452878825366497","0.0011452878825366497","0.0011452878825366497"
"425000","0.00024578801821917295","0.00024578801821917295","0.00024578801821917295","0.0012043629540130496","0.0012043629540130496","0.0012043629540130496"
"430000","0.00019816252461168915","0.00019816252461168915","0.00019816252461168915","0.0011726365191861987","0.0011726365191861987","0.0011726365191861987"
"435000","0.00022914630244486034","0.00022914630244486034","0.00022914630244486034","0.0012167149689048529","0.0012167149689048529","0.0012167149689048529"
"440000","0.0002514231309760362","0.0002514231309760362","0.0002514231309760362","0.001093353726901114","0.001093353726901114","0.001093353726901114"
"445000","0.00022377926507033408","0.00022377926507033408","0.00022377926507033408","0.0012079959269613028","0.0012079959269613028","0.0012079959269613028"
"450000","0.00020740526088047773","0.00020740526088047773","0.00020740526088047773","0.0011855229968205094","0.0011855229968205094","0.0011855229968205094"
"455000","0.00022902170894667506","0.00022902170894667506","0.00022902170894667506","0.001231338712386787","0.001231338712386787","0.001231338712386787"
"460000","0.00023369005066342652","0.00023369005066342652","0.00023369005066342652","0.0012271566083654761","0.0012271566083654761","0.0012271566083654761"
"465000","0.00014470817404799163","0.00014470817404799163","0.00014470817404799163","0.0011596448021009564","0.0011596448021009564","0.0011596448021009564"
"470000","0.0001609188475413248","0.0001609188475413248","0.0001609188475413248","0.0012636537430807948","0.0012636537430807948","0.0012636537430807948"
"475000","0.0002361075021326542","0.0002361075021326542","0.0002361075021326542","0.0011958697577938437","0.0011958697577938437","0.0011958697577938437"
"480000","0.00019397040887270123","0.00019397040887270123","0.00019397040887270123","0.0010957099730148911","0.0010957099730148911","0.0010957099730148911"
"485000","0.00018951144011225551","0.00018951144011225551","0.00018951144011225551","0.0010671993950381875","0.0010671993950381875","0.0010671993950381875"
"490000","0.0001939883513841778","0.0001939883513841778","0.0001939883513841778","0.0010116215562447906","0.0010116215562447906","0.0010116215562447906"
"495000","0.00019647530280053616","0.00019647530280053616","0.00019647530280053616","0.0010651256889104843","0.0010651256889104843","0.0010651256889104843"
"500000","0.0001803520426619798","0.0001803520426619798","0.0001803520426619798","0.0012949911179021","0.0012949911179021","0.0012949911179021"
